Retailer,Brand,Retailer ID,Invoice Date,Region,State,City,Product,Price per Unit,Units Sold,Total Sales,Operating Profit,Operating Margin,Sales Method,
West Gear,ADIDAS,1185732,12/21/2021,Southeast,Florida,Miami,Designed to Move High-Rise Sport Zebra 7/8 Tights,60,299,17940,8073,45%,Online,
Walmart,ADIDAS,1197831,12/22/2021,South,Texas,Houston,Funny Dino Tee (Gender Neutral),42,298,12516,1252,10%,Outlet,
Walmart,ADIDAS,1197831,12/23/2021,South,Texas,Houston,adidas x Classic LEGOÂ® Track Suit,38,298,11324,3397,30%,Outlet,
West Gear,ADIDAS,1128299,12/24/2021,West,Oregon,Portland,QT Racer Sport Shoes,60,298,17880,2682,15%,Outlet,
Walmart,ADIDAS,1197831,12/25/2021,South,Texas,Houston,Predator Freak.3 Turf Shoes,39,297,11583,3475,30%,Online,
Foot Locker,ADIDAS,1185732,12/26/2021,Northeast,New York,New York,QT Racer Sport Shoes,38,297,11286,2822,25%,Outlet,
Kohl's,ADIDAS,1189833,12/27/2021,West,California,Los Angeles,Supernova+ Shoes,36,297,10692,4811,45%,Outlet,
Walmart,ADIDAS,1128299,12/28/2021,Southeast,Florida,Orlando,QT Racer Sport Shoes,68,297,20196,2020,10%,Outlet,
Foot Locker,ADIDAS,1185732,12/29/2021,Northeast,New York,New York,QT Racer Sport Shoes,37,296,10952,3286,30%,Outlet,
Foot Locker,ADIDAS,1185732,12/30/2021,Northeast,New York,New York,Superstar Star Wars Shoes,37,296,10952,1643,15%,Outlet,
Foot Locker,ADIDAS,1185732,12/31/2021,Midwest,Missouri,St. Louis,ZX 360 Shoes,25,295,7375,2213,30%,In-store,
Foot Locker,ADIDAS,1185732,1/1/2020,Northeast,New York,New York,Ultraboost 21 Shoes,35,295,10325,2581,25%,Outlet,
Walmart,ADIDAS,1197831,2/8/2021,South,Texas,Houston,X9000L4 Shoes,32,295,9440,4248,45%,Outlet,
Walmart,ADIDAS,1197831,2/8/2021,South,Texas,Houston,QT Racer Sport Shoes,28,295,8260,826,10%,Outlet,
Walmart,ADIDAS,1197831,2/8/2021,South,Texas,Houston,EQ21 Run Shoes,29,295,8555,2567,30%,Outlet,
Sports Direct,ADIDAS,1185732,3/6/2021,Southeast,North Carolina,Charlotte,EQ21 Run Shoes,60,294,17640,2646,15%,Online,
Walmart,ADIDAS,1185732,3/6/2021,Northeast,New York,New York,EQ21 Run Shoes,43,294,12642,3793,30%,Outlet,
Walmart,ADIDAS,1197831,3/6/2021,South,Texas,Houston,X9000L4 Shoes,47,293,13771,3443,25%,Online,
West Gear,ADIDAS,1128299,3/6/2021,West,California,San Francisco,Manga Short Sleeve Tee,51,293,14943,6724,45%,Online,
Foot Locker,ADIDAS,1185732,3/6/2021,Northeast,New York,New York,Supernova+ Shoes,48,290,13920,1392,10%,Online,
Foot Locker,ADIDAS,1185732,3/6/2021,Northeast,New York,New York,Retrorun Shoes,59,290,17110,6844,40%,Online,
Walmart,ADIDAS,1185732,4/7/2021,Northeast,New York,New York,EQ21 Run Shoes,62,290,17980,4495,25%,Online,
Walmart,ADIDAS,1185732,4/7/2021,Northeast,New York,New York,ZX 8000 Shoes,68,290,19720,7888,40%,Online,
Walmart,ADIDAS,1185732,4/7/2021,Northeast,New York,New York,Grand Court Shoes,68,290,19720,6902,35%,Online,
West Gear,ADIDAS,1185732,4/7/2021,Southeast,Florida,Miami,Supernova+ Shoes,55,290,15950,8773,55%,Online,
Foot Locker,ADIDAS,1185732,4/7/2021,Southeast,South Carolina,Charleston,ZX 8000 Shoes,67,290,19430,3886,20%,Online,
Foot Locker,ADIDAS,1185732,4/7/2021,Northeast,New York,New York,EQ21 Run Shoes,43,289,12427,4971,40%,Outlet,
Foot Locker,ADIDAS,1185732,5/6/2021,Northeast,New York,New York,Superstar Mules,31,289,8959,2240,25%,Outlet,
Foot Locker,ADIDAS,1185732,5/6/2021,Northeast,New York,New York,Supernova+ Shoes,33,289,9537,3815,40%,Outlet,
Walmart,ADIDAS,1185732,5/6/2021,Northeast,New York,New York,ZX 8000 Shoes,51,289,14739,5159,35%,Outlet,
Sports Direct,ADIDAS,1197831,5/6/2021,South,Texas,Houston,Designed to Move High-Rise Sport Zebra 7/8 Tights,23,289,6647,3656,55%,Outlet,
Walmart,ADIDAS,1197831,5/6/2021,South,Texas,Houston,Superstar Mules,44,289,12716,2543,20%,Outlet,
West Gear,ADIDAS,1128299,5/6/2021,West,California,San Francisco,ZX 8000 Shoes,28,289,8092,3237,40%,Outlet,
West Gear,ADIDAS,1128299,6/8/2021,West,California,San Francisco,ZX 8000 Shoes,36,289,10404,2601,25%,Outlet,
Kohl's,ADIDAS,1189833,6/8/2021,West,California,Los Angeles,Cropped Letter Hoodie,38,289,10982,4393,40%,Outlet,
Foot Locker,ADIDAS,1185732,6/8/2021,South,Mississippi,Jackson,Cropped Letter Hoodie,47,289,13583,4754,35%,Outlet,
Foot Locker,ADIDAS,1185732,6/8/2021,Northeast,New York,New York,Primeblue Designed 2 Move Woven 3-Stripes Sport Shorts,36,288,10368,5702,55%,Outlet,
Foot Locker,ADIDAS,1185732,6/8/2021,Northeast,New York,New York,Trefoil Hoodie (Plus Size),45,288,12960,2592,20%,Outlet,
Kohl's,ADIDAS,1189833,6/8/2021,West,California,Los Angeles,Vintage Airliner Luxe Shopper Bag,42,288,12096,4838,40%,Outlet,
West Gear,ADIDAS,1185732,7/6/2021,Southeast,Florida,Orlando,Adicolor Classics Long Sleeve Tee,36,288,10368,2592,25%,Outlet,
Foot Locker,ADIDAS,1185732,7/6/2021,Southeast,South Carolina,Charleston,ZX 1K Boost Shoes,51,287,14637,5855,40%,Online,
Walmart,ADIDAS,1197831,7/6/2021,South,Texas,Houston,Santiago Lunch Bag,30,287,8610,3014,35%,Outlet,
West Gear,ADIDAS,1128299,7/6/2021,West,California,San Francisco,Bra Top,40,287,11480,6314,55%,Outlet,
West Gear,ADIDAS,1128299,7/6/2021,West,California,San Francisco,Waist Bag,42,287,12054,2411,20%,Outlet,
Foot Locker,ADIDAS,1185732,7/6/2021,Northeast,New York,New York,Adilette Comfort Slides,61,286,17446,6978,40%,Online,
Walmart,ADIDAS,1185732,8/7/2021,Northeast,New York,New York,Santiago Lunch Bag,54,285,15390,3848,25%,Online,
Walmart,ADIDAS,1197831,8/7/2021,South,Texas,Houston,Adilette Comfort Slides,44,285,12540,5016,40%,Online,
Sports Direct,ADIDAS,1197831,8/7/2021,South,Tennessee,Knoxville,Originals x Kevin Lyons SST Set,46,285,13110,4589,35%,Online,
Walmart,ADIDAS,1197831,8/7/2021,South,Texas,Houston,Grand Court Shoes,32,285,9120,5016,55%,Outlet,
Kohl's,ADIDAS,1189833,8/7/2021,West,California,Los Angeles,adidas Sportswear Future Icons 3-Stripes Tee,30,285,8550,1710,20%,Outlet,
Foot Locker,ADIDAS,1185732,8/7/2021,Southeast,Florida,Miami,Adicolor Snap Case iPhone X,53,284,15052,6021,40%,Online,
Foot Locker,ADIDAS,1185732,9/6/2021,Southeast,South Carolina,Charleston,Adilette Comfort Slides,33,283,9339,2335,25%,Online,
Foot Locker,ADIDAS,1185732,9/6/2021,Southeast,South Carolina,Charleston,Samba shoes,48,282,13536,5414,40%,Online,
Foot Locker,ADIDAS,1185732,9/6/2021,Northeast,New York,New York,Adilette Shower Slides,36,281,10116,3541,35%,Outlet,
Foot Locker,ADIDAS,1185732,9/6/2021,Northeast,New York,New York,Adicolor Snap Case iPhone X,44,281,12364,6800,55%,Outlet,
Walmart,ADIDAS,1197831,9/6/2021,South,Texas,Houston,Adilette Comfort Sandals,34,281,9554,1911,20%,Outlet,
West Gear,ADIDAS,1128299,9/6/2021,West,California,San Francisco,Grand Court Shoes,42,281,11802,4721,40%,Outlet,
Sports Direct,ADIDAS,1197831,10/8/2021,South,Texas,Dallas,Adilette Shower Slides,46,281,12926,3232,25%,Outlet,
Foot Locker,ADIDAS,1185732,10/8/2021,Southeast,Georgia,Atlanta,adidas Sportswear Future Icons Logo Graphic Tee,30,281,8430,3372,40%,Outlet,
Walmart,ADIDAS,1185732,10/8/2021,Northeast,New York,New York,Adilette Comfort Sandals,59,280,16520,5782,35%,Online,
Foot Locker,ADIDAS,1185732,10/8/2021,Northeast,New York,New York,Samba OG Shoes,47,280,13160,7238,55%,Outlet,
Walmart,ADIDAS,1185732,10/8/2021,Northeast,New York,New York,Advantage Eco Shoes,47,280,13160,2632,20%,Outlet,
West Gear,ADIDAS,1128299,2/8/2021,West,California,San Francisco,Samba OG Shoes,39,280,10920,4368,40%,Outlet,
Sports Direct,ADIDAS,1197831,2/8/2021,South,Texas,Dallas,Classic Next Generation Athlete Backpack,40,280,11200,2800,25%,Outlet,
Sports Direct,ADIDAS,1197831,2/8/2021,South,Texas,Dallas,Real Madrid Scarf,42,280,11760,4704,40%,Outlet,
Sports Direct,ADIDAS,1197831,3/6/2021,South,Alabama,Birmingham,Court Rallye Slip Shoes,36,280,10080,3528,35%,Outlet,
Sports Direct,ADIDAS,1197831,3/6/2021,South,Alabama,Birmingham,Sport Duffel Bag,47,280,13160,7238,55%,Outlet,
Walmart,ADIDAS,1128299,3/6/2021,Southeast,Florida,Orlando,Advantage Shoes,58,280,16240,3248,20%,Outlet,
Walmart,ADIDAS,1185732,3/6/2021,Northeast,New York,New York,Classic Next Generation Athlete Backpack,43,279,11997,4799,40%,Outlet,
Walmart,ADIDAS,1185732,3/6/2021,Northeast,New York,New York,OZWEEGO Shoes,48,279,13392,3348,25%,Outlet,
Foot Locker,ADIDAS,1185732,3/6/2021,Northeast,New York,New York,Court Rallye Slip Shoes,46,278,12788,5115,40%,Online,
Foot Locker,ADIDAS,1185732,4/7/2021,Southeast,Florida,Miami,Nizza Shoes,56,278,15568,5449,35%,Online,
Foot Locker,ADIDAS,1185732,4/7/2021,Southeast,South Carolina,Charleston,OZWEEGO Shoes,58,278,16124,8868,55%,Online,
Foot Locker,ADIDAS,1185732,4/7/2021,Southeast,South Carolina,Charleston,Adilette Aqua Slides,50,278,13900,2780,20%,Online,
Foot Locker,ADIDAS,1185732,4/7/2021,Northeast,New York,New York,Grand Court Shoes,46,278,12788,5115,40%,Outlet,
West Gear,ADIDAS,1128299,4/7/2021,West,California,San Francisco,Adilette Aqua Slides,47,278,13066,3267,25%,Outlet,
Sports Direct,ADIDAS,1197831,4/7/2021,South,Alabama,Birmingham,Advantage Shoes,36,278,10008,4003,40%,Outlet,
West Gear,ADIDAS,1197831,5/6/2021,West,Idaho,Boise,Hoops 2.0 Mid Shoes,34,278,9452,3308,35%,Outlet,
West Gear,ADIDAS,1128299,5/6/2021,West,California,San Francisco,Climacool Vento Shoes,56,277,15512,8532,55%,Online,
Foot Locker,ADIDAS,1185732,5/6/2021,Northeast,New York,New York,Adilette Aqua Slides,36,276,9936,1987,20%,Online,
Walmart,ADIDAS,1197831,5/6/2021,South,Texas,Houston,Adilette Aqua Slides,37,276,10212,4085,40%,Online,
Sports Direct,ADIDAS,1185732,5/6/2021,Southeast,North Carolina,Charlotte,Court Rallye Slip Shoes,28,276,7728,1932,25%,Online,
Sports Direct,ADIDAS,1197831,5/6/2021,South,Alabama,Birmingham,Court Rallye Slip Shoes,25,275,6875,2750,40%,Outlet,
Foot Locker,ADIDAS,1185732,6/8/2021,Midwest,Michigan,Detroit,Climacool Vento Shoes,25,275,6875,2406,35%,In-store,
Foot Locker,ADIDAS,1185732,6/8/2021,Midwest,Missouri,St. Louis,Climacool Vento Shoes,30,275,8250,4538,55%,In-store,
Foot Locker,ADIDAS,1185732,6/8/2021,Midwest,Missouri,St. Louis,How We Do Long Tights,20,275,5500,1100,20%,In-store,
Foot Locker,ADIDAS,1185732,6/8/2021,Midwest,Missouri,St. Louis,Comfort Flip-Flops,15,275,4125,1650,40%,In-store,
Foot Locker,ADIDAS,1185732,6/8/2021,Midwest,Missouri,St. Louis,Classic Superlite Super-No-Show Socks 6 Pairs,25,275,6875,1719,25%,In-store,
West Gear,ADIDAS,1185732,6/8/2021,West,Utah,Salt Lake City,Trefoil Superlite Super-No-Show Socks 6 Pairs,25,275,6875,2750,40%,In-store,
West Gear,ADIDAS,1185732,7/6/2021,West,Utah,Salt Lake City,Supernova Shoes,20,275,5500,1925,35%,In-store,
West Gear,ADIDAS,1185732,7/6/2021,West,Utah,Salt Lake City,adidas Adicolor Trefoil Hoodie,30,275,8250,4538,55%,In-store,
Foot Locker,ADIDAS,1185732,7/6/2021,South,Mississippi,Jackson,Superlite Super-No-Show Socks 6 Pairs,20,275,5500,1100,20%,Online,
Walmart,ADIDAS,1197831,7/6/2021,South,Arkansas,Little Rock,Superlite Super-No-Show Socks 6 Pairs,20,275,5500,2200,40%,Online,
Walmart,ADIDAS,1197831,7/6/2021,South,Arkansas,Little Rock,Adilette Boost Slides,30,275,8250,2888,35%,Online,
West Gear,ADIDAS,1197831,7/6/2021,South,Arkansas,Little Rock,adidas Adicolor Trefoil Hoodie,25,275,6875,2406,35%,Online,
West Gear,ADIDAS,1197831,8/7/2021,South,Oklahoma,Oklahoma City,Supernova Tokyo Shoes,10,275,2750,1100,40%,Online,
West Gear,ADIDAS,1197831,8/7/2021,South,Oklahoma,Oklahoma City,Supernova Shoes,25,275,6875,2406,35%,Online,
West Gear,ADIDAS,1197831,8/7/2021,South,Oklahoma,Oklahoma City,Stretch Cotton Boxer Briefs 3 Pairs,15,275,4125,2063,50%,Online,
Foot Locker,ADIDAS,1197831,8/7/2021,Midwest,Kansas,Wichita,Trefoil Backpack,15,275,4125,1650,40%,Online,
Foot Locker,ADIDAS,1185732,8/7/2021,Midwest,Kansas,Wichita,Supernova Shoes,30,275,8250,2888,35%,Online,
Sports Direct,ADIDAS,1185732,8/7/2021,Midwest,South Dakota,Sioux Falls,Supernova Shoes,25,275,6875,2406,35%,Online,
Sports Direct,ADIDAS,1185732,9/6/2021,Midwest,North Dakota,Fargo,Sport Waist Pack,25,275,6875,2750,40%,Online,
Foot Locker,ADIDAS,1185732,9/6/2021,Midwest,Iowa,Des Moines,Superstar Shoes,30,275,8250,2888,35%,In-store,
Foot Locker,ADIDAS,1185732,9/6/2021,Midwest,Iowa,Des Moines,Stretch Cotton Boxer Briefs 3 Pairs,30,275,8250,4125,50%,In-store,
West Gear,ADIDAS,1185732,9/6/2021,Midwest,Indiana,Indianapolis,Believe This Solid 7/8 Tightsâ€‹ (Plus Size),15,275,4125,1650,40%,In-store,
West Gear,ADIDAS,1185732,9/6/2021,Midwest,Indiana,Indianapolis,Hoodie,25,275,6875,2406,35%,In-store,
West Gear,ADIDAS,1185732,9/6/2021,Midwest,Indiana,Indianapolis,Trefoil Backpack,30,275,8250,2888,35%,In-store,
West Gear,ADIDAS,1185732,10/8/2021,Northeast,West Virginia,Charleston,Techfit Tights,30,275,8250,3300,40%,In-store,
Foot Locker,ADIDAS,1185732,10/8/2021,Northeast,Maryland,Baltimore,Supernova Shoes,30,275,8250,2888,35%,In-store,
Foot Locker,ADIDAS,1185732,10/8/2021,Northeast,Delaware,Wilmington,Supernova Tokyo Shoes,30,275,8250,4125,50%,In-store,
Kohl's,ADIDAS,1185732,10/8/2021,Northeast,Delaware,Wilmington,Techfit Tights,25,275,6875,2750,40%,In-store,
Walmart,ADIDAS,1185732,10/8/2021,Northeast,New York,New York,Superstar Shoes,53,273,14469,5064,35%,Online,
West Gear,ADIDAS,1128299,2/8/2021,West,California,San Francisco,Superlite Low-Cut Socks 6 Pairs,56,273,15288,5351,35%,Online,
West Gear,ADIDAS,1128299,2/8/2021,West,California,San Francisco,Supernova Shoes,62,273,16926,6770,40%,Online,
West Gear,ADIDAS,1128299,2/8/2021,West,California,San Francisco,Supernova Shoes,58,273,15834,5542,35%,Online,
Sports Direct,ADIDAS,1197831,3/6/2021,South,Texas,Dallas,Comfort Flip-Flops,46,273,12558,6279,50%,Online,
Foot Locker,ADIDAS,1185732,3/6/2021,West,Washington,Seattle,Superlite Super-No-Show Socks 6 Pairs,44,273,12012,4805,40%,Online,
Foot Locker,ADIDAS,1185732,3/6/2021,Southeast,South Carolina,Charleston,Colorwash No-Show Socks 3 Pairs,51,273,13923,4873,35%,Online,
Walmart,ADIDAS,1197831,3/6/2021,South,Texas,Houston,Sport Stripe High Quarter Socks 3 Pairs,27,272,7344,2570,35%,Outlet,
Walmart,ADIDAS,1197831,3/6/2021,South,Texas,Houston,3-Stripes Crew Socks 3 Pairs,31,272,8432,3373,40%,Outlet,
West Gear,ADIDAS,1128299,3/6/2021,West,California,San Francisco,Essentials Backpack,36,272,9792,3427,35%,Outlet,
Kohl's,ADIDAS,1189833,4/7/2021,West,California,Los Angeles,Trefoil Backpack,37,272,10064,5032,50%,Outlet,
Kohl's,ADIDAS,1189833,4/7/2021,West,California,Los Angeles,Stan Smith Shoes,40,272,10880,4352,40%,Outlet,
Sports Direct,ADIDAS,1197831,4/7/2021,South,Texas,Dallas,College Tee,47,272,12784,4474,35%,Outlet,
Sports Direct,ADIDAS,1197831,4/7/2021,South,Tennessee,Knoxville,Essentials Backpack,29,272,7888,2761,35%,Outlet,
Sports Direct,ADIDAS,1197831,4/7/2021,South,Tennessee,Knoxville,Stan Smith Shoes,38,272,10336,4134,40%,Outlet,
Walmart,ADIDAS,1128299,4/7/2021,Southeast,Florida,Orlando,Essentials Backpack,50,272,13600,4760,35%,Outlet,
Walmart,ADIDAS,1128299,5/6/2021,Southeast,Florida,Orlando,Stan Smith Shoes,60,272,16320,8160,50%,Outlet,
West Gear,ADIDAS,1185732,5/6/2021,Southeast,Florida,Orlando,Cargo Pants,30,272,8160,3264,40%,Outlet,
Foot Locker,ADIDAS,1128299,5/6/2021,Southeast,Virginia,Richmond,Own the Run Tee,60,272,16320,5712,35%,Outlet,
Foot Locker,ADIDAS,1128299,5/6/2021,Southeast,Virginia,Richmond,Own the Run Tee,67,272,18224,6378,35%,Outlet,
West Gear,ADIDAS,1128299,5/6/2021,South,Louisiana,New Orleans,Techfit Tights,46,272,12512,5005,40%,Outlet,
West Gear,ADIDAS,1128299,5/6/2021,South,Texas,Houston,Ultimate365 3-Stripes Polo Shirt,33,271,8943,3130,35%,Outlet,
West Gear,ADIDAS,1128299,6/8/2021,West,California,San Francisco,Primeblue SST Track Pants (Plus Size),40,271,10840,5420,50%,Outlet,
West Gear,ADIDAS,1128299,6/8/2021,West,California,San Francisco,AEROREADY Designed to Move Sport Motion Logo Tee,40,271,10840,4336,40%,Outlet,
Sports Direct,ADIDAS,1197831,6/8/2021,South,Tennessee,Knoxville,Own the Run Long Sleeve Tee,31,271,8401,2940,35%,Outlet,
Sports Direct,ADIDAS,1197831,6/8/2021,South,Tennessee,Knoxville,Techfit Tights,44,271,11924,4173,35%,Outlet,
West Gear,ADIDAS,1197831,6/8/2021,West,Idaho,Boise,AEROREADY Designed 2 Move Feelready Sport Tee,40,271,10840,4336,40%,Outlet,
Walmart,ADIDAS,1197831,6/8/2021,South,Arkansas,Little Rock,Ultimate365 3-Stripes Polo Shirt,39,271,10569,3699,35%,Outlet,
Foot Locker,ADIDAS,1185732,7/6/2021,Northeast,New York,New York,AEROREADY Designed 2 Move Feelready Sport Tee,54,270,14580,7290,50%,Online,
Walmart,ADIDAS,1185732,7/6/2021,Northeast,New York,New York,AEROREADY Designed 2 Move Feelready Sport Tee,54,270,14580,5832,40%,Online,
Walmart,ADIDAS,1185732,7/6/2021,Northeast,New York,New York,Saturday Shorts,50,270,13500,4725,35%,Online,
Kohl's,ADIDAS,1189833,7/6/2021,West,California,Los Angeles,adidas x Zoe Saldana Feelbrilliant AEROREADY 3/4 Printed Sport Tights,44,270,11880,4158,35%,Online,
Sports Direct,ADIDAS,1185732,7/6/2021,Southeast,Florida,Miami,Brand Love Repeat Logo Half-Zip Windbreaker,56,270,15120,6048,40%,Online,
West Gear,ADIDAS,1128299,7/6/2021,South,Louisiana,New Orleans,adidas x Zoe Saldana Crop Logo Tee (Plus Size),86,270,23220,8127,35%,Online,
Foot Locker,ADIDAS,1185732,8/7/2021,Southeast,South Carolina,Charleston,adidas x Zoe Saldana Crop Logo Tee (Plus Size),58,270,15660,7830,50%,Online,
Foot Locker,ADIDAS,1185732,8/7/2021,Northeast,New York,New York,adidas x Zoe Saldana Crop Logo Tee (Plus Size),35,270,9450,3780,40%,Outlet,
Walmart,ADIDAS,1185732,8/7/2021,Northeast,New York,New York,Brand Love Repeat Logo Half-Zip Windbreaker,41,270,11070,3875,35%,Outlet,
Sports Direct,ADIDAS,1197831,8/7/2021,Northeast,New York,New York,Essentials 3-Stripes Track Jacket,20,270,5400,1890,35%,Outlet,
Sports Direct,ADIDAS,1197831,8/7/2021,Northeast,New York,New York,adidas x Zoe Saldana AEROREADY Bra Top,26,270,7020,2808,40%,Outlet,
Walmart,ADIDAS,1197831,8/7/2021,South,Texas,Houston,AEROREADY Designed to Move Sport Motion Logo Tee,39,270,10530,3686,35%,Outlet,
Walmart,ADIDAS,1197831,9/6/2021,South,Texas,Houston,Essentials 3-Stripes Track Jacket,34,270,9180,4590,50%,Outlet,
West Gear,ADIDAS,1128299,9/6/2021,West,California,San Francisco,HULK STAN SMITH SHOES,44,270,11880,4752,40%,Outlet,
Walmart,ADIDAS,1185732,9/6/2021,Northeast,New York,New York,adidas x Zoe Saldana AEROREADY Sport Tee,47,268,12596,4409,35%,Online,
Walmart,ADIDAS,1197831,9/6/2021,South,Texas,Houston,adidas SPRT Logo Tee,29,268,7772,2720,35%,Online,
Walmart,ADIDAS,1197831,9/6/2021,South,Texas,Houston,adidas x Zoe Saldana AEROREADY Sport Tee,37,268,9916,3966,40%,Online,
West Gear,ADIDAS,1128299,9/6/2021,West,California,San Francisco,Adicolor Classics 3-Stripes Tights,56,268,15008,5253,35%,Online,
Foot Locker,ADIDAS,1185732,10/8/2021,Southeast,Florida,Miami,Adicolor Classics Bra Top,41,268,10988,5494,50%,Online,
Sports Direct,ADIDAS,1197831,10/8/2021,South,Alabama,Birmingham,Adicolor Track Pants,51,268,13668,5467,40%,Online,
Foot Locker,ADIDAS,1185732,10/8/2021,Northeast,New York,New York,FARM Rio Print Relaxed Lightweight Windbreaker,53,267,14151,4953,35%,Online,
Foot Locker,ADIDAS,1185732,10/8/2021,Southeast,South Carolina,Charleston,AEROREADY Designed to Move Sport Motion Logo Tee,33,265,8745,3061,35%,Online,
Walmart,ADIDAS,1197831,10/8/2021,South,Texas,Houston,Essentials Light Down Vest,27,264,7128,2851,40%,Outlet,
Walmart,ADIDAS,1197831,1/1/2020,South,Texas,Houston,Adicolor Backpack,33,264,8712,3049,35%,Outlet,
West Gear,ADIDAS,1128299,1/2/2020,South,Texas,Houston,Logo Play Cropped Hoodie,30,264,7920,3960,50%,Outlet,
West Gear,ADIDAS,1128299,1/3/2020,West,California,San Francisco,Adicolor Classics MM Trefoil Shorts,46,264,12144,3643,30%,Outlet,
West Gear,ADIDAS,1128299,1/4/2020,West,California,San Francisco,Adicolor Essentials Fleece Sweatshirt,56,264,14784,4435,30%,Outlet,
West Gear,ADIDAS,1128299,1/5/2020,West,California,San Francisco,Marimekko Shorts,51,264,13464,4039,30%,Outlet,
Kohl's,ADIDAS,1189833,1/6/2020,West,California,Los Angeles,Adicolor Classics 3-Stripes Tights,24,264,6336,2534,40%,Outlet,
Kohl's,ADIDAS,1189833,1/7/2020,West,California,Los Angeles,Adicolor Classics Bra Top,48,264,12672,3168,25%,Outlet,
Kohl's,ADIDAS,1189833,1/8/2020,West,California,Los Angeles,Adicolor Essentials Cropped Tee,41,264,10824,4871,45%,Outlet,
Kohl's,ADIDAS,1189833,1/21/2020,West,California,Los Angeles,Adicolor Classics Satin Tape Cropped Hoodie,39,264,10296,3089,30%,Outlet,
Kohl's,ADIDAS,1189833,1/22/2020,West,California,Los Angeles,Adicolor Classics Satin Tape Cropped Hoodie,43,264,11352,3406,30%,Outlet,
Kohl's,ADIDAS,1189833,1/23/2020,West,California,Los Angeles,Terrex Trailmaker Hiking Shoes,42,264,11088,3326,30%,Outlet,
Sports Direct,ADIDAS,1197831,1/24/2020,South,Texas,Dallas,FARM Rio Print Relaxed Lightweight Windbreaker,34,264,8976,3590,40%,Outlet,
Sports Direct,ADIDAS,1197831,1/25/2020,South,Texas,Dallas,adidas SPRT Colorblock Track Pants,34,264,8976,2244,25%,Outlet,
Sports Direct,ADIDAS,1197831,1/26/2020,South,Tennessee,Knoxville,Graphics Camo Allover Print Tee,30,264,7920,3564,45%,Outlet,
Sports Direct,ADIDAS,1197831,1/27/2020,South,Tennessee,Knoxville,Adicolor Cropped Hoodie,37,264,9768,3419,35%,Outlet,
Sports Direct,ADIDAS,1197831,1/28/2020,South,Alabama,Birmingham,Track Pants,37,264,9768,3419,35%,Outlet,
West Gear,ADIDAS,1197831,1/29/2020,West,Idaho,Boise,Graphics Monogram Track Jacket,35,264,9240,3234,35%,Outlet,
Foot Locker,ADIDAS,1197831,1/30/2020,West,Idaho,Boise,adidas Connected Through Sport Long Sleeve Graphic Tee,51,264,13464,6059,45%,Outlet,
Foot Locker,ADIDAS,1185732,1/31/2020,Southeast,Georgia,Atlanta,R.Y.V. Baseball Cap,24,264,6336,1901,30%,Outlet,
